code_sbb,sbb_beginjaar,sbb_eindjaar,code_rvvn_2018,code_vvn_1998,code_veldgids_2015,sbb_in_rvvn,kov_codes,kov_verbonden,vvbh,sbb_nednaam_voor_2019,sbb_wetnaam_kort_voor_2019,sbb_wetnaam_voor_2019,opmerking_piet_schipper_2018,opmerking_john_jansen_2018,opmerking_code_vvn_1998,opmerking_code_veldgids_2015
14B1b,1998,,r14Ca01b,14Ca01b,,ja,,,1,"Duinsterretjes-associatie, subassoc. v Cladonia",Phleo-Tortuletum cladonietosum,Phleo-Tortuletum cladonietosum,,,,
14B1c,1998,,r14Ca01c,14Ca01c,,ja,,,1,"Duinsterretjes-assoc., subass. v Bleek dikkopmos",Phleo-Tortuletum brachythecietosum,Phleo-Tortuletum brachythecietosum,,,,
14B1d,1998,,r14Ca02,14Ca02,,ja,,,1,"Duinsterretjes-associatie, subass. v Kegelsilene",Phleo-Tortuletum silenetosum,Phleo-Tortuletum silenetosum,,,,
14B1d,1998,,r14Ca02a,14Ca02a,,ja,,,1,"Duinsterretjes-associatie, subass. v Kegelsilene",Phleo-Tortuletum silenetosum,Phleo-Tortuletum silenetosum,,,,
14B1d,1998,,r14Ca02b,14Ca02b,,ja,,,1,"Duinsterretjes-associatie, subass. v Kegelsilene",Phleo-Tortuletum silenetosum,Phleo-Tortuletum silenetosum,,,,
14B1d,1998,,r14Ca02c,14Ca02c,,ja,,,1,"Duinsterretjes-associatie, subass. v Kegelsilene",Phleo-Tortuletum silenetosum,Phleo-Tortuletum silenetosum,,,,
14A/a,1998,2011,r14RG03,14DG02,14RG03,ja,,,1,DG Trekrus-Noors mos-[Buntgras-verbond],DG Juncus sq.-Oligotrichum herc.-[Corynephorion],DG Juncus squarrosus-Oligotrichum hercynicum-[Corynephorion canescentis],2018 vervalt,,,
14A-a,2011,,r14RG03,,14RG03,ja,,,1,DG Trekrus-Noors mos-[Buntgras-verbond],DG Juncus sq.-Oligotrichum herc.-[Corynephorion],RG Juncus squarrosus-Oligotrichum hercynicum-[Corynephorion canescentis],2018 nieuw,,,
14C,1998,,r14Ba,14Ba,,ja,,,,Dwerghaver-verbond,Thero-Airion,Thero-Airion,,,,
14C1,1998,,r14Ba01,14Ba01,,ja,,,,Vogelpootjes-associatie,Ornithopodo-Corynephoretum,Ornithopodo-Corynephoretum,,,,
14C1a,2000,,r14Ba01,14Ba01,,ja,,,1,"Vogelpootjes-associatie, typische subassociatie",Ornithopodo-Corynephoretum typicum,Ornithopodo-Corynephoretum typicum,,,,
14C1b,2000,,r14RG15,14RG02,14RG15,ja,,,3,"Vogelpootjes-associatie, soortenarme subassoc.",Ornithopodo-Corynephoretum inops,Ornithopodo-Corynephoretum inops,,,,
14C-a,1998,2000,,,,ja,,,,,,,wijziging in 2000; naam vervalt en is vervangen door naam van 14C1b,,,
14D,1998,,r14Bb,14Bb,,ja,,,,Verbond van Gewoon struisgras,Plantagini-Festucion,Plantagini-Festucion,,,,
14D1,1998,,r14Bb01a,14Bb01a,,ja,,,1,Associatie van Schapegras en Tijm,Festuco-Thymetum serpylli,Festuco-Thymetum serpylli,,,,
14D2,1998,,r14Bb01b,14Bb01b,,ja,,,1,Associatie van Steenanjer,Diantho-Armerietum elongatae,Diantho-Armerietum elongatae,,,,
14D3,1998,,r14Bc01,14Bc01,,ja,,,,Associatie van Vetkruid en Tijm,Sedo-Thymetum pulegioidis,Sedo-Thymetum pulegioidis,,,,
14D3a,1998,,r14Bc01a,14Bc01a,,ja,,,1,"Assoc. v Vetkruid en Tijm, subass. v Vogelpootje",Sedo-Thymetum ornithopodetosum,Sedo-Thymetum ornithopodetosum,,,,
14D3b,1998,,r14Bc01b,14Bc01b,,ja,,,1,"Ass. v Vetkruid en Tijm, subass. v Sikkelklaver",Sedo-Thymetum medicaginetosum,Sedo-Thymetum medicaginetosum,,,,
14D4,1998,,r14Bb02b,14Bb02b,,ja,,,1,Associatie van Wondklaver en Ruwe klaver,Anthyllido-Trifolietum scabri,Anthyllido-Trifolietum scabri,,,,
14D-a,1998,,r14RG04,14RG08,14RG04,ja,,,1,RG Eekhoorngras-[Verbond van Gewoon struisgras],RG Vulpia bromoides-[Plantagini-Festucion],RG Vulpia bromoides-[Plantagini-Festucion],,,,
14D-b,1998,,r16RG13,16RG12,16RG13,ja,"14D-b,16C-e",16C-e,3,RG Spits havikskruid-[V.Gw.struisg/Glanshaver-v],RG Hieracium lact-[Pla-Festucion/Arrhenatherion],RG Hieracium lactucella-[Plantagini-Festucion/Arrhenatherion elatioris],,,,
14D-c,1998,,r14Bb01c,14Bb01c,,ja,"14D-c,16-c",16-c,3,RG Zinkviooltje-[Vb.Gw.struisgr/Kl.vocht.grasl],RG Viola calaminaria-[Plant-Festucion/Mol-Arrh],RG Viola calaminaria-[Plantagini-Festucion/Molinio-Arrhenatheretea],,,,
14D-d,2000,,r14Bb01,14Bb01,,ja,,,3,RG Geel walstro-Fijn schapeg.-[Vb. Gew.struisg.],RG Galium ver.-Festuca ov.ten.-[Plan.-Festucion],RG Galium verum-Festuca ovina subsp. tenuifolia-[Plantagini-Festucion],Meerdere gemeenschappen in deze ass onderscheiden,"14D-d betreft deels r14Bb01, deels r14Bb02 (in duinen) en deels r14RG05",,
14E,1998,,r14Cb,14Cb,,ja,,,,Verbond der droge duingraslanden,Polygalo-Koelerion,Polygalo-Koelerion,,,,
14E1,1998,,r14Cb01,14Cb01,,ja,,,,Duin-Paardebloem-associatie,Taraxaco-Galietum veri,Taraxaco-Galietum veri,,,,
14E1a,1998,,r14Cb01b,14Cb01b,,ja,,,1,"Duin-Paardebloem-associatie, typische subassoc.",Taraxaco-Galietum typicum,Taraxaco-Galietum typicum,,,,
14E1b,1998,,r14Cb01a,14Cb01a,,ja,,,1,"Duin-Paardebloem-associatie, subass. v Cladonia",Taraxaco-Galietum cladonietosum,Taraxaco-Galietum cladonietosum,,,,
14E1c,1998,,r14Cb01d,14Cb01d,,ja,,,1,"Duin-Paardebloem-assoc., subass. Smalle weegbree",Taraxaco-Galietum plantaginetosum,Taraxaco-Galietum plantaginetosum,,,,
14E-a,1998,,r14Cb01c,14Cb01c,,ja,"14E-a,17A-b",17A-b,3,RG Bosaardbei-[Vb.droge duingras/Marjolein-vb],RG Fragaria vesca-[Polygalo-Koelerion/Trifolion],RG Fragaria vesca-[Polygalo-Koelerion/Trifolion medii],,,,
14-a,1998,,r31Ba02c,14RG05,,ja,"14-a,30-e",30-e,1,RG Heelbeen-[Kl.droge gras.op zand/Kl.akkergem],RG Holosteum umbellatum-[Koel-Cor/Stellarietea],RG Holosteum umbellatum-[Koelerio-Corynephoretea/Stellarietea mediae],"vertaling dubieus; In SBB catalogus pioniergemeenschap in halfopen grasland, geen ruderale inslag",,,
14-b,1998,,r14RG17,14RG04,14RG17,ja,,,2,RG Cypreswolfsmelk-[Kl. droge grasland. zandgr.],RG Euphorbia cyparissias-[Koelerio-Corynephore.],RG Euphorbia cyparissias-[Koelerio-Corynephoretea],,,,
14-c,1998,,r14Aa01,14Aa01,,ja,,,2,RG Buntgras-[Kl. droge graslanden op zandgrond],RG Corynephorus canescens-[Koelerio-Corynephor.],RG Corynephorus canescens-[Koelerio-Corynephoretea],,"SBB-type betreft in duinen: 14Aa02a, in binnenland 14Aa01a",,
14-c,1998,,r14Aa02,14Aa02,,ja,,,2,RG Buntgras-[Kl. droge graslanden op zandgrond],RG Corynephorus canescens-[Koelerio-Corynephor.],RG Corynephorus canescens-[Koelerio-Corynephoretea],,"SBB-type betreft in duinen: 14Aa02a, in binnenland 14Aa01a",,
14-d,1998,,r14RG01,,14RG01,ja,"14-d,19-b",19-b,3,RG Zandstruisgr-R.haarmos-[K.dr.gras/K.hei.gras],RG Agrostis vin-Polytrichum pili-[Koel-Cor/Nard],RG Agrostis vinealis-Polytrichum piliferum-[Koelerio-Corynephoretea/Nardetea],,,,
14-e,2000,,r14RG05,14RG06,,ja,"14-e,19-c",19-c,3,RG struisg-Borstelg-smele-[K.dr.gras/K.hei.gras],RG Agrostis cap-Nardus s-Deschamp f-[Koel-C/Nar],RG Agrostis capillaris-Nardus stricta-Deschampsia flexuosa-[Koelerio-Corynephoretea/Nardetea],,SBB-type betreft geen heischraal grasland (nauwelijks Nardus),,
14-f,1998,,r14RG06,14RG07,14RG06,ja,,,3,RG Hard zwenkgras-[Kl. droge graslanden zandgr.],RG Festuca ovina cinerea-[Koelerio-Corynephore.],RG Festuca ovina subsp. cinerea-[Koelerio-Corynephoretea],Naamgeving van soorten nog eens nalopen op meest recente opvattingen,,,
15-f,1998,2000,,,,ja,,,,,,,opgeheven in 2000; type gedeeltelijk vervallen en beperkt tot 14-f,,,
14-g,1998,,r14RG16,14RG03,14RG16,ja,,,3,RG Gew. gaffeltandmos-[Kl. droge grasl. zandgr.],RG Dicranum scoparium-[Koelerio-Corynephoretea],RG Dicranum scoparium-[Koelerio-Corynephoretea],,,,
15-g,1998,2000,,,,ja,,,,,,,opgeheven in 2000; type gedeeltelijk vervallen en beperkt tot 14-g,,,
14-h,1998,,r14RG10,,14RG10,ja,,,3,RG Bitterkruid-[Kl. droge graslanden op zandgr.],RG Picris hieracioides-[Koelerio-Corynephoretea],RG Picris hieracioides-[Koelerio-Corynephoretea],,,,
14-i,1998,,r24RG02,23RG01,,ja,"14-i,23-a",23-a,3,RG Helm-Zandzegge-[Kl.drog.grasl.zand/Helm-kl.],RG Ammophila aren-Carex arenar-[Koel-Cor/Ammoph],RG Ammophila arenaria-Carex arenaria-[Koelerio-Corynephoretea/Ammophiletea],,,,
14-j,2000,,r14RG18,14RG01,14RG18,ja,,,3,RG Zandzegge-Kraakloof-[Kl. droge grasl. zandg.],RG Carex arenaria-Coelocaulon-[Koelerio-Coryn.],RG Carex arenaria-Coelocaulon aculeatum-[Koelerio-Corynephoretea],,,,
14-k,1998,,r14RG13,14RG09,14RG13,ja,"14-k,15-c",15-c,3,RG Duinriet-[Kl.dr.gras.zand/K.dr.kalkmin.gras],RG Calamagrostis epigejos-[Koel-Cor/Fest-Brom],RG Calamagrostis epigejos-[Koelerio-Corynephoretea/Festuco-Brometea],,,,
14-l,1998,2018,,14RG10,37RG05,nee,,,3,RG Wilg-[Klasse droge graslanden op zandgrond],RG Salix species-[Koelerio-Corynephoretea],RG Salix repens-[Koelerio-Corynephoretea],2018 vervalt,"De VVN 14RG10 is in de revisie niet overgenomen; deze omvat een range van struweel tot grasland; graslandopnames met hoge bedekking Salix repens worden tot één van de associaties gerekend, struweelopnames tot klasse r38",,
14-m,1998,,r14RG08,14RG11,14RG08,ja,"14-m,15-d",15-d,,RG Duinroosje-[K.dro.gras.zand/K.dro.kalkm.gras],RG Rosa pimpinellifolia-[Koel-Coryn/Fest-Brom],RG Rosa pimpinellifolia-[Koelerio-Corynephoretea/Festuco-Brometea],,,,
14-m,1998,2018,r38Ab02,14RG11,14RG08,ja,"14-m,15-d",15-d,3,RG Duinroosje-[K.dro.gras.zand/K.dro.kalkm.gras],RG Rosa pimpinellifolia-[Koel-Coryn/Fest-Brom],RG Rosa pimpinellifolia-[Koelerio-Corynephoretea/Festuco-Brometea],2018 overgang naar struweel vervalt ,opslag van rozen/liguster/salix/hippophae vermelden via toevoeging,,
14-n,1998,,r38RG01,37RG04,37RG01,ja,,,3,RG Wilde liguster-[Kl. droge graslanden zandgr.],RG Ligustrum vulgare-[Koelerio-Corynephoretea],RG Ligustrum vulgare-[Koelerio-Corynephoretea],,,,
14-o,1998,,r14RG18,14RG01,,ja,,,3,RG Zandzegge-[Kl. droge graslanden op zandgrond],RG Carex arenaria-[Koelerio-Corynephoretea],RG Carex arenaria-[Koelerio-Corynephoretea],,,,
14-p,1998,,r14RG02,,14RG02,ja,"14-p,16-i",16-i,3,RG G.struisg-G.biggek-[K.dr.gras.zand/K.vo.gras],RG Agrostis cap-Hypochae.rad-[Koel-Cor/Mol-Arrh],RG Agrostis capillaris-Hypochaeris radicata-[Koelerio-Corynephoretea/Molinio-Arrhenatheretea],"In veldgids foute vertaling naar 14-d, is scheiding op basis van vinealis - cappilaris mogelijk, later beter uitzoeken?",,,
14-p,1998,,r14RG05,14RG06,14RG05,ja,"14-p,16-i",16-i,3,RG G.struisg-G.biggek-[K.dr.gras.zand/K.vo.gras],RG Agrostis cap-Hypochae.rad-[Koel-Cor/Mol-Arrh],RG Agrostis capillaris-Hypochaeris radicata-[Koelerio-Corynephoretea/Molinio-Arrhenatheretea],,,,
14-q,2003,,r14Bb01,14Bb01,,ja,"14-q,16-q",16-q,3,RG Engels gras-[K.dr.grasl.zand./K.vocht.grasl.],RG Armeria maritima-[Koelerio-Coryn./Mol.-Arrh.],RG Armeria maritima-[Koelerio-Corynephoretea/Molinio-Arrhenatheretea],Meerdere gemeenschappen in deze ass onderscheiden,"Betreft grotendeels 14Bb01, maar dan geen duingrasland (Zuiderzeekust, Tuinwallen Texel)",,
14-r,1998,,r14RG19,,14RG19,ja,"14-r,19-g",19-g,4,RG Schapezuring-[Kl. droge grasl. op zandgrond],RG Rumex acetosella-[Koelerio-Corynephoretea],RG Rumex acetosella-[Koelerio-Corynephoretea/Nardetea],verbindend gemaakt,Ander deel SBB-type overlapt met r19Aa01; het deel hier betreft echter klasse 14,,
14/c,1998,2003,,,,ja,,,,,,,wijziging in 2003; naam vervalt en is vervangen door naam van 14-r,,,
14-s,2011,,r14RG11,,14RG11,ja,"14-s,31-j",31-s,4,,,RG Tanacetum vulgare-Achillea millefolium-[Koelerio-Corynephoretea/Artimisietea],2018 nieuw,"Onduidelijk hoe deze voorheen is opgevat, aangezien de soort niet werd onderscheiden; mogelijk als VVN 23Ab01 of 26Ac06",,
14-x,2011,,r14RG12,,14RG12,ja,,,4,RG Sint-Janskruid-[Kl. droge graslanden zandgr.],RG Hypericum perforatum-[Koelerio-Corynephoret.],RG Hypericum perforatum-[Koelerio-Corynephoretea],2018 nieuw,"Voorheen wsl. als VVN 14CA1 opgevat, mogelijk ook als 14Cb1 of 14Bb2",,
14-u,2018,,r14RG14,,14RG14,ja,,,,,,,2018 nieuw,"Voorheen wsl. als niet beschreven RG opgevat, mogelijk ook als VVN 14Bb2",,
14-v,2018,,r32RG03,,31RG03,ja,,,,,,,2018 nieuw,Voorheen wsl. opgevat als VVN 12Ba01b,,
14-w,2018,,r14RG21,,14RG21,ja,,,,,,,2018 nieuw,"Voorheen wsl. wisselend opgevat, als VVN 14Bb2, 14Cb1 of 14Cb2 of als een 14RG",,
14/a,1998,2018,,,,nee,,,4,DG Dauwbraam-Gewone b.-[Kl. droge grasl. zandg.],DG Rubus caesius-R.fruticosus-[Koelerio-Coryn.],DG Rubus caesius-Rubus fruticosus-[Koelerio-Corynephoretea],2018 vervalt,Waarschijnlijk grotendeels corrrsponderend met r38Ab01d,,
14/b,1998,,r14DG01,14DG01,14DG01,ja,,,4,DG Grijs kronkelsteeltje-[Kl. dr. grasl. zandg.],DG Campylopus introflexus-[Koelerio-Corynephor.],DG Campylopus introflexus-[Koelerio-Corynephoretea],,,,
14/d,1998,,r32Ca03a,31Ca03a,,ja,,,,DG Boerenwormkr.-Duizendbl.-[Kl. dr.grasl.zand.],DG Tanacetum-Achillea millefo.-[Koelerio-Coryn.],DG Tanacetum vulgare-Achillea millefolium-[Koelerio-Corynephoretea/Artimisietea],,,,
14/e,1998,,r14RG07,,14RG07,ja,,,,DG Sint-Janskruid-[Kl. droge graslanden zandgr.],DG Hypericum perforatum-[Koelerio-Corynephoret.],DG Hypericum perforatum-[Koelerio-Corynephoretea],omzetten in Romp?,,,
14/f,1998,2018,,,,nee,,,3,DG Sleedoorn-Hondsroos-[Kl. droge grasl.zandgr.],DG Prunus spinosa-Rosa canina-[Koelerio-Coryn.],DG Prunus spinosa-Rosa canina-[Koelerio-Corynephoretea],2018 vervalt,"Betreft opslag in grasland (dan toedelen aan dat syntaxon), danwel een begroeiing van klasse r40",,
,,,r14Bc,14Bc,,ja,,,,,,,niet in SBB-typologie,niet te scheiden van Plantagini-Festucion,,
,,,r14Bb02,14Bb02,,ja,,,,,,,niet in SBB-typologie,"Definitie van de associatie in V.v.N. Is vaag, kensoorten zijn eigenlijk geen kensoorten en treden ook in vele andere gemeenschappen op. Typische subass daarom opgevat als romp, sommige andere subass. juist als zelfstandige associaties",,
,,,r14Ca03,14Ca03,,ja,,,,,,,niet in SBB-typologie,Doorgaans micro-gem.; niet in SBB-catalogus,,
,,,r14Ca03a,14Ca03a,,ja,,,,,,,niet in SBB-typologie,Doorgaans micro-gem.; niet in SBB-catalogus,,
,,,r14Ca03b,14Ca03b,,ja,,,,,,,niet in SBB-typologie,Doorgaans micro-gem.; niet in SBB-catalogus,,
,,,r14Bb02a,,,ja,,,,,,,niet in SBB-typologie,te heterogeen,,
15,1998,,r15,,,ja,,,,"KLASSE DER DROGE, KALKMINNENDE GRASLANDEN",Festuco-Brometea,Festuco-Brometea,,,,
15A,1998,,r15Aa,15Aa,,ja,,,,Verbond der matig droge kalkgraslanden,Mesobromion erecti,Mesobromion erecti,,,,
15A3,1998,,r15Aa01,15Aa01,,ja,,,1,Kalkgrasland,Gentiano-Koelerietum,Gentiano-Koelerietum,,,,
15A1,1998,,r14Bc02,14Bc02,,ja,,,,Associatie van Sikkelklaver en Zachte haver,Medicagini-Avenetum pubescentis,Medicagini-Avenetum pubescentis,,,,
15A1a,1998,,r14Bc02a,14Bc02a,,ja,,,1,"Ass. Sikkelklaver-Zachte haver, sub Gew.veldbies",Medicagini-Avenetum luzeletosum,Medicagini-Avenetum luzeletosum,,,,
15A1b,1998,,r14Bc02b,14Bc02b,,ja,,,1,"Ass. Sikkelklaver-Zachte haver, sub. Glanshaver",Medicagini-Avenetum arrhenatheretosum,Medicagini-Avenetum arrhenatheretosum,,,,
15A2,1998,,r14Cb02,14Cb02,,ja,,,,Associatie van Wondklaver en Nachtsilene,Anthyllido-Silenetum,Anthyllido-Silenetum,,,,
15A2a,1998,,r14Cb02a,14Cb02a,,ja,,,1,"Ass. Wondklaver en Nachtsilene, subass Muurpeper",Anthyllido-Silenetum  sedetosum,Anthyllido-Silenetum  sedetosum,,,,
15A2b,1998,,r14Cb02b,14Cb02b,,ja,,,1,"Ass. Wondklaver en Nachtsilene, sub Pluimstaartm",Anthyllido-Silenetum  rhytidiadelphetosum,Anthyllido-Silenetum  rhytidiadelphetosum,,,,
15-a,2000,,r16Bc02,16Bc02,,ja,,,1,"RG Gulden sleutelbloem-[Kl. dro.,kalkmin.grasl.]",RG Primula veris-[Festuco-Brometea],RG Primula veris-[Festuco-Brometea],,,,
15-b,1998,,r15RG01,,15RG01,ja,,,3,"RG Gevinde Kortsteel-[Kl. droge,kalkminn.grasl.]",RG Brachypodium pinnatum-[Festuco-Brometea],RG Brachypodium pinnatum-[Festuco-Brometea],,,,
15-c,1998,,r14RG13,14RG09,,ja,"14-k,15-c",14-k,3,RG Duinriet-[Kl.dr.gras.zand/K.dr.kalkmin.gras],RG Calamagrostis epigejos-[Koel-Cor/Fest-Brom],RG Calamagrostis epigejos-[Koelerio-Corynephoretea/Festuco-Brometea],,,,
15-e,1998,2018,r38RG01,37RG04,,ja,,,3,"RG Wilde liguster-[Kl. droge, kalkminn. grasl.]",RG Ligustrum vulgare-[Festuco-Brometea],RG Ligustrum vulgare-[Festuco-Brometea],2018 vervalt,,,
15-d,1998,2018,,,,nee,"14-m,15-d",14-m,3,RG Duinroosje-[K.dro.gras.zand/K.dro.kalkm.gras],RG Rosa pimpinellifolia-[Koel-Coryn/Fest-Brom],RG Rosa pimpinellifolia-[Koelerio-Corynephoretea/Festuco-Brometea],2018 overgang naar struweel vervalt ,opslag van rozen/liguster/salix/prunus/hippophae vermelden via toevoeging,,
15-d,1998,,r14RG08,14RG11,,ja,"14-m,15-d",14-m,3,RG Duinroosje-[K.dro.gras.zand/K.dro.kalkm.gras],RG Rosa pimpinellifolia-[Koel-Coryn/Fest-Brom],RG Rosa pimpinellifolia-[Koelerio-Corynephoretea/Festuco-Brometea],later bezien of deze verbinding met Klasse 15 nodig is (b.v. in zeedorpenlandschap),,,
15-f,1998,2000,,,,ja,,,,,,,,,,
15-g,1998,2000,,,,ja,,,,,,,,,,
15-h,2018,,r16RG22,,16RG22,ja,,,,,,RG Festuca cinerea-[Koelerio-Corynephoretea-Festuco-Brometea],2018 nieuw,Voorheen wsl. als VVN 17Aa01a opgevat,,
15/a,1998,2018,r40Ac01,37Ac03,,ja,,,3,"DG Sleedoorn-Hondsroos-[Kl. dro.,kalkmin.grasl.]",DG Prunus spinosa-Rosa canina-[Festuco-Brometea],DG Prunus spinosa-Rosa canina-[Festuco-Brometea],2018 vervalt,Is heel anders dan SBB 14/f,,
16,1998,,r16,,,ja,,,,KLASSE DER VOCHTIGE GRASLANDEN,Molinio-Arrhenatheretea,Molinio-Arrhenatheretea,,,,
16A,1998,,r16Aa,16Aa,,ja,,,,Verbond van Biezenknoppen en Pijpestrootje,Junco-Molinion,Junco-Molinion,,,,
16A1,1998,,r16Aa01,16Aa01,,ja,,,,Blauwgrasland,Cirsio dissecti-Molinietum,Cirsio dissecti-Molinietum,,,,
16A1a,1998,,r16Aa01b,16Aa01b,,ja,,,1,"Blauwgrasland, typische subassociatie",Cirsio dissecti-Molinietum typicum,Cirsio dissecti-Molinietum typicum,,,,
16A1b,1998,,r16Aa01a,16Aa01a,,ja,,,1,"Blauwgrasland, subassociatie van Borstelgras",Cirsio dissecti-Molinietum nardetosum,Cirsio dissecti-Molinietum nardetosum,,,,
16A1c,1998,,r16Aa01c,16Aa01c,,ja,,,1,"Blauwgrasland, subassociatie van Melkeppe",Cirsio dissecti-Molinietum peucedanetosum,Cirsio dissecti-Molinietum peucedanetosum,,,,
16A1d,1998,,r16Aa01d,16Aa01d,,ja,,,1,"Blauwgrasland, subassociatie van Parnassia",Cirsio dissecti-Molinietum parnassietosum,Cirsio dissecti-Molinietum parnassietosum,,,,
16A1e,2002,,r16Aa01,16Aa01,,ja,,,1,"Blauwgrasland, soortenarme subassociatie",Cirsio dissecti-Molinietum inops,Cirsio dissecti-Molinietum inops,,,,
16A2,1998,,r16Aa02,16Ab01,,ja,,,,Veldrus-associatie,Crepido-Juncetum acutiflori,Crepido-Juncetum acutiflori,,Type versmald t.o.v. VVN; extra HT-eisen voor soorten niet meer nodig,,
16A2a,1998,,r16Aa02,16Ab01,,ja,,,1,"Veldrus-associatie, typische subassociatie",Crepido-Juncetum typicum,Crepido-Juncetum typicum,,Type versmald t.o.v. VVN; extra HT-eisen voor soorten niet meer nodig,,
16A2b,1998,,r16Aa02,16Ab01,,ja,,,1,"Veldrus-associatie, subassociatie van Rietorchis",Crepido-Juncetum orchietosum praetermissae,Crepido-Juncetum orchietosum praetermissae,,Type versmald t.o.v. VVN; extra HT-eisen voor soorten niet meer nodig,,
16A2c,1998,,r16Aa02,16Ab01,,ja,,,1,"Veldrus-associatie, soortenarme subassociatie",Crepido-Juncetum inops,Crepido-Juncetum inops,,Type versmald t.o.v. VVN; extra HT-eisen voor soorten niet meer nodig,,
16A-a,1998,,r16RG01,16RG05,16RG01,ja,,,2,RG Blau.knoop-Blau.zegge-[Vb.Biezenkn.-Pijpest.],RG Succisa prat.-Carex panicea-[Junco-Molinion],RG Succisa pratensis-Carex panicea-[Junco-Molinion],,,,
16A-b,1998,,r16RG30,,,ja,,,2,"RG Kussentjesmos-[Vb.Biezenknop,Pijpestrootje]",RG Leucobryum glaucum-[Junco-Molinion],RG Leucobryum glaucum-[Junco-Molinion],,,,
16A-c,1998,,r09RG01,09RG02,,ja,,,2,"RG Moerasstruisgr.-[Vb.Biezenknop,Pijpestrootje]",RG Agrostis canina-[Junco-Molinion],RG Agrostis canina-[Junco-Molinion],,Valt binnen variatie in r9RG01; nog onduidelijk waar vertaling van r09RG01 naar H6410 aan moet voldoen (extra eisen?),,
16A-d,1998,,r33RG10,,,ja,,,2,"RG Gr.wederik-Hennegr.-P.ruit-[V Biez.,Pijpest.]",RG Lysimachia-Calamagrost.-Thalictr.[Junco-Mol.],RG Lysimachia vulgaris-Calamagrostis canescens-Thalictrum flavum-[Junco-Molinion],,"deel van 16A-d komt overeen met r33RG10, maar deze SBB-code staat niet in Veldgids aangegeven",,
16A-e,1998,,r09RG02,,,ja,"09-i,16A-e",09-i,3,RG Pijpestro-Gw.veenmos-[K.kl.Zeg/V.Biezk.Pijps],RG Molinia caer-Sphagn pal-[Parvocar/J-Molinion],RG Molinia caerulea-Sphagnum palustre-[Parvocaricetea/Junco-Molinion],,,,
16A-f,1998,,r16RG28,,,ja,,,3,"RG Veldrus-Veenmos-[Vb. Biezenknop., Pijpestro.]",RG Juncus acutiflorus-Sphagnum-[Junco-Molinion],RG Juncus acutiflorus-Sphagnum-[Junco-Molinion],,,,
16A-g,1998,,r09RG10,,09RG10,ja,"11-j,16A-g",11-j,3,RG Gg.zegge-Dw.zegge-[K.hveen.hei/V.Biez.Pijpes],RG Carex oederi-[Oxyc-Sphagnetea/Junco-Molinion],RG Carex oederi-[Oxycocco-Sphagnetea/Junco-Molinion],,,,
16B,1998,,r16Ab,16Ab,,ja,,,,Dotterbloem-verbond,Calthion palustris,Calthion palustris,,,,
16B1,1998,,r16Ab03,16Ab04,,ja,,,,Associatie van Boterbloem en Waterkruiskruid,Ranunculo-Senecionetum aquatici,Ranunculo-Senecionetum aquatici,,Let op 16B vertaling naar 7230,,
16B1a,1998,,r16Ab03,16Ab04,,ja,,,1,"Ass. Boterbloem en Waterkruiskruid, typ. subass.",Ranunculo-Senecionetum typicum,Ranunculo-Senecionetum typicum,,Let op 16B vertaling naar 7230,,
16B1b,1998,,r16Ab03a,16Ab04a,,ja,,,1,"Ass. Boterbloem-Waterkruiskruid, subass. Zomprus",Ranunculo-Senecionetum juncetosum articulati,Ranunculo-Senecionetum juncetosum articulati,,Let op 16B vertaling naar 7230,,
16B1c,1998,,r16Ab03,16Ab04,,ja,,,1,"Ass. Boterbloem-Waterkruiskruid, subass Draadrus",Ranunculo-Senecionetum juncetosum filiformis,Ranunculo-Senecionetum juncetosum filiformis,,Let op 16B vertaling naar 7230,,
16B1d,1998,,r16Ab03,16Ab04,,ja,,,1,"Ass. Boterbloem-Waterkruiskr., sub. Wateraardbei",Ranunculo-Senecionetum potentilletosum palustri,Ranunculo-Senecionetum potentilletosum palustri,,Let op 16B vertaling naar 7230,,
16B1e,1998,,r16Ab03b,16Ab04b,,ja,,,1,"Ass. Boterbloem-Waterkruiskr., sub. Blauwe zegge",Ranunculo-Senecionetum caricetosum paniceae,Ranunculo-Senecionetum caricetosum paniceae,,Let op 16B vertaling naar 7230,,
16B1f,1998,,r16Ab03,16Ab04,,ja,,,1,"Ass. Boterbloem-Waterkruiskr., sub Scherpe zegge",Ranunculo-Senecionetum caricetosum acutae,Ranunculo-Senecionetum caricetosum acutae,,Let op 16B vertaling naar 7230,,
16B2,1998,,r16Ab05,16Ab06,,ja,,,1,Associatie van Gewone engelwortel en Moeraszegge,Angelico-Cirsietum oleracei,Angelico-Cirsietum oleracei,,Let op 16B vertaling naar 7230,,
16B3,1998,,r16Ab01,16Ab02,,ja,,,1,Associatie van Harlekijn en Ratelaar,Rhinantho-Orchietum morionis,Rhinantho-Orchietum morionis,,Let op 16B vertaling naar 7230,,
16B4,1998,,r16Ab04,16Ab05,,ja,,,1,Bosbies-associatie,Scirpetum sylvatici,Scirpetum sylvatici,,Let op 16B vertaling naar 7230,,
16B-a,1998,,r16Ab02b,16Ab03b,,ja,,,1,RG Echte koekoeksbl.-Harlekijn-Riet-[Dotter-v.],RG Lychnis f.-c.-Orchis m.-Phragmites-[Calthion],RG Lychnis flos-cuculi-Orchis morio-Phragmites australis-[Calthion palustris],,Let op 16B vertaling naar 7230,,
