code_sbb,sbb_wetnaam,sbb_beginjaar,sbb_eindjaar,code_rvvn_2018,vvn_wetnaam,code_vvn_1998,code_veldgids_2015,vvbh,kov_codes,kov_verbonden,sbb_nednaam_voor_2019,sbb_wetnaam_kort_voor_2019,sbb_wetnaam_voor_2019,opmerking_piet_schipper_2018,opmerking_john_jansen_2018,opmerking_code_rvvn_2018,opmerking_code_vvn_1998,opmerking_code_veldgids_2015
31C1,Echio-Verbascetum,1998,,r32Ba01b,Echio-Verbascetum typicum,31Ba01b,,5,,,Slangekruid-associatie,Echio-Verbascetum,Echio-Verbascetum,,,,,
31D,Dauco-Melilotion,1998,,r32Ca,Dauco-Melilotion,31Ca,,,,,Wormkruid-verbond,Dauco-Melilotion,Dauco-Melilotion,,,,,
31D1,Echio-Melilotetum,1998,,r32Ca01,Echio-Melilotetum,31Ca01,,5,,,Honingklaver-associatie,Echio-Melilotetum,Echio-Melilotetum,,,,,
31D1,Echio-Melilotetum,1998,,r32Ca01a,Echio-Melilotetum berteroetosum,31Ca01a,,5,,,Honingklaver-associatie,Echio-Melilotetum,Echio-Melilotetum,,,,,
31D1,Echio-Melilotetum,1998,,r32Ca01b,Echio-Melilotetum typicum,31Ca01b,,5,,,Honingklaver-associatie,Echio-Melilotetum,Echio-Melilotetum,,,,,
31D2,Bromo inermis-Eryngietum campestris,1998,,r32Ca02,Bromo inermis-Eryngietum campestris,31Ca02,,5,,,Kweekdravik-associatie,Bromo inermis-Eryngietum campestris,Bromo inermis-Eryngietum campestris,,,,,
,,,,r32Ca03,Tanaceto-Artemisietum,31Ca03,,,,,,,,niet in SBB-typologie,31D3 ontbreekt bij SBB,,,
31D3,Tanaceto-Artemisietum,2018,,r32Ca03b,Tanaceto-Artemisietum typicum,31Ca03b,,,,,,,,2018 nieuw,Alleen de subassociatie agrostietum wordt afgedekt door een corresponderend SBB-type,,,
31-a,RG Artemisia vulgaris-[Artemisietea vulgaris],1998,,r32RG04,RG Artemisia vulgaris-[Artemisietea vulgaris],31RG01,31RG04,5,,,RG Bijvoet-[Bijvoet-klasse],RG Artemisia vulgaris-[Artemisietea vulgaris],RG Artemisia vulgaris-[Artemisietea vulgaris],,,,,
31-b,RG Diplotaxis tenuifolia-[Artemisietea vulgaris],1998,,r32RG05,RG Diplotaxis tenuifolia-[Artemisietea vulgaris],31RG02,31RG05,4,,,RG Grote zandkool-[Bijvoet-klasse],RG Diplotaxis tenuifolia-[Artemisietea vulgaris],RG Diplotaxis tenuifolia-[Artemisietea vulgaris],,,,,
31-c,RG Convolvulus arvensis-[Artemisietea vulgaris],1998,,r32RG06,RG Convolvulus arvensis-[Artemisietea vulgaris],31RG03,31RG06,4,,,RG Akkerwinde-[Bijvoet-klasse],RG Convolvulus arvensis-[Artemisietea vulgaris],RG Convolvulus arvensis-[Artemisietea vulgaris],,,,,
31-d,RG Elymus repens-[Artemisietea vulgaris],1998,,r32RG07,RG Elytrigia repens-[Artemisietea vulgaris],31RG04,31RG07,5,,,RG Kweek-[Bijvoet-klasse],RG Elymus repens-[Artemisietea vulgaris],RG Elymus repens-[Artemisietea vulgaris],,,,,
31-e,RG Cirsium arvense-[Artemisietea vulgaris],1998,,r32RG08,RG Cirsium arvense-[Artemisietea vulgaris],31RG05,,5,,,RG Akkerdistel-[Bijvoet-klasse],RG Cirsium arvense-[Artemisietea vulgaris],RG Cirsium arvense-[Artemisietea vulgaris],,,,,
31-f,RG Tussilago farfara-[Artemisietea vulgaris/Convolvulo-Filipenduletea],2000,,r32RG11,RG Tussilago farfara-[Artemisietea vulgaris/Convolvulo-Filipenduletea],31RG06,31RG11,5,"31-f,32-i",32-i,RG Klein hoefblad-[Bijvoet-k/K.nat.strooislruig],RG Tussilago farfara-[Artemisietea/Conv-Filipen],RG Tussilago farfara-[Artemisietea vulgaris/Convolvulo-Filipenduletea],,,,,
31-g,RG Xanthium orientale-Elymus repens-[Plantaginetea majoris/Artemisietea vulgaris],2000,,r32RG12,RG Xanthium strumarium-Elytrigia repens-[Artemisietea vulgaris/Plantaginetea majoris],31RG07,31RG12,4,"12-b,31-g",12-b,RG Oeverstekelnoot-Kweek-[Weegbree-kl/Bijvoet-k],RG Xanthium or-Elymus rep-[Plantag/Artemisietea],RG Xanthium orientale-Elymus repens-[Plantaginetea majoris/Artemisietea vulgaris],,,,,
31-h,RG Cichorium intybus-[Molinio-Arrhenatheretea/Artemisietea vulgaris],2000,,r32RG01,RG Cichorium intybus-[Agropyretalia repentis/Arrhenatheretalia],31RG08,31RG01,4,"16-n,31-h",16-n,RG Cichorei-[Klasse vocht. grasland/Bijvoet-kl.],RG Cichorium intybus-[Mol-Arrhenat/Artemisietea],RG Cichorium intybus-[Molinio-Arrhenatheretea/Artemisietea vulgaris],,,,,
31-i,RG Dipsacus fullonum-Elymus repens-[Molinio-Arrhenatheretea/Artemisietea vulgaris],2000,,r32RG02,RG Dipsacus fullonum-[Agropyretalia repentis/Arrhenatheretalia],31RG09,31RG02,4,"16-o,31-i",16-o,RG Grote kaardebol-Kweek-[Kl.vo.gras/Bijvoet-kl],RG Dipsacus f-Elymus rep-[Mol-Arrh/Artemisietea],RG Dipsacus fullonum-Elymus repens-[Molinio-Arrhenatheretea/Artemisietea vulgaris],,,,,
31-j,RG Carex hirta-[Koelerio-Corynephoretea/Artimisietea],2011,,r32RG03,RG Carex hirta-[Agropyretalia repentis/Trifolio-Festucetalia ovinae],,31RG03,4,"14-s,31-j",14-s,,,RG Tanacetum vulgare-Achillea millefolium-[Koelerio-Corynephoretea/Artimisietea],2018 nieuw,Voorheen wsl. opgevat als VVN 12Ba01b,,,
31-k,RG Lepidium draba-[Artemisietea vulgaris],2018,,r32RG09,RG Lepidium draba-[Artemisietea vulgaris],,31RG09,,,,,,,2018 nieuw,Voorheen wsl. opgevat als niet-beschreven rompgemeenschap,,,
31-l,RG Senecio inaequidens-[Artemisietea vulgaris],2018,,r32RG10,RG Senecio inaequidens-[Artemisietea vulgaris],,31RG10,,,,,,,2018 nieuw Waarom geen DG??,Voorheen wsl. opgevat als niet-beschreven romp- of derivaatgemeenschap,,,
31-m,RG Brassica nigra-[Stellarietea mediae/Artemisietea vulgaris],2018,,r31RG09,RG Brassica nigra-[Stellarietea mediae/Artemisietea vulgaris],,30RG09,,,,,,,2018 nieuw,Voorheen wsl. als onbeschreven RG opgevat,,,
32,Convolvulo-Filipenduletea,1998,,r33,Convolvulo-Filipenduletea,,,,,,KLASSE DER NATTE STROOISELRUIGTEN,Convolvulo-Filipenduletea,Convolvulo-Filipenduletea,,,,,
32A,Filipendulion,1998,,r33Aa,Filipendulion vulgaris,32Aa,,,,,Moerasspirea-verbond,Filipendulion,Filipendulion,,,,,
32A1,Valeriano-Filipenduletum,1998,,r33Aa01,Valeriano-Filipenduletum,32Aa01,,5,,,Associatie van Moerasspirea en Valeriaan,Valeriano-Filipenduletum,Valeriano-Filipenduletum,,,,,
32A1,Valeriano-Filipenduletum,1998,,r33Aa01a,Valeriano-Filipenduletum calamagrostietosum,32Aa01a,,5,,,Associatie van Moerasspirea en Valeriaan,Valeriano-Filipenduletum,Valeriano-Filipenduletum,,,,,
32A1,Valeriano-Filipenduletum,1998,,r33Aa01b,Valeriano-Filipenduletum holcetosum,32Aa01b,,5,,,Associatie van Moerasspirea en Valeriaan,Valeriano-Filipenduletum,Valeriano-Filipenduletum,,,,,
32A1,Valeriano-Filipenduletum,1998,,r33Aa01c,Valeriano-Filipenduletum symphytetosum,32Aa01c,,5,,,Associatie van Moerasspirea en Valeriaan,Valeriano-Filipenduletum,Valeriano-Filipenduletum,,,,,
32A-a,RG Equisetum telmateia-[Calthion palustris/Filupendulion],2002,,r33RG01,RG Equisetum telmateia-[Filipendulion],,32RG01,3,"16B-f,32A-a",16B-f,RG Reuzenpaardenst.-[Dotter-vb/ Moerasspirea-vb],RG Equisetum telmateia-[Calthion/Filipendulion],RG Equisetum telmateia-[Calthion palustris/Filipendulion],,,,,
32B,Epilobion hirsuti,1998,,r33Ba,Epilobion hirsuti,32Ba,,,,,Verbond van Harig wilgeroosje,Epilobion hirsuti,Epilobion hirsuti,,,,,
32B1,Valeriano-Senecionetum fluviatilis,1998,,r33Ba01,Valeriano-Senecionetum fluviatilis,32Ba01,,5,,,Rivierkruiskruid-associatie,Valeriano-Senecionetum fluviatilis,Valeriano-Senecionetum fluviatilis,,,,,
32B2,Soncho-Epilobietum hirsuti,1998,,r33Ba02,Soncho-Epilobietum hirsuti,32Ba02,,5,,,Moerasmelkdistel-associatie,Soncho-Epilobietum hirsuti,Soncho-Epilobietum hirsuti,,,,,
32B2,Soncho-Epilobietum hirsuti,1998,,r33Ba02a,Soncho-Epilobietum typicum,32Ba02a,,5,,,Moerasmelkdistel-associatie,Soncho-Epilobietum hirsuti,Soncho-Epilobietum hirsuti,,,,,
32B2,Soncho-Epilobietum hirsuti,1998,,r33Ba02b,Soncho-Epilobietum althaeetosum,32Ba02b,,5,,,Moerasmelkdistel-associatie,Soncho-Epilobietum hirsuti,Soncho-Epilobietum hirsuti,,,,,
32B3,Oenantho-Althaeetum,1998,,r33Ba03,Oenantho-Althaeetum,32Ba03,,5,,,Associatie van Strandkweek en Heemst,Oenantho-Althaeetum,Oenantho-Althaeetum,,,,,
32-a,RG Eupatorium cannabinum-[Convolvulo-Filipenduletea/Galio-Urticetea],1998,,r33RG03,RG Eupatorium cannabinum-Phragmites australis-[Convolvulo-Filipenduletea],32RG01,32RG03,5,,,RG Koninginnekruid-[Kl. natte strooiselruigten],RG Eupatorium cannabinum-[Convo.-Filupenduletea],RG Eupatorium cannabinum-[Convolvulo-Filipenduletea],2018 verbonden met Galio-Urticetea,Klein deel opnamen SBB 32-a correspondeert met r34RG04,,,
32-b,RG Epilobium hirsutum-[Convolvulo-Filipenduletea],1998,,r33RG04,RG Epilobium hirsutum-[Convolvulo-Filipenduletea],32RG02,32RG04,5,,,RG Harig wilgeroosje-[Kl. nat. strooiselruigten],RG Epilobium hirsutum-[Convolvu.-Filupenduletea],RG Epilobium hirsutum-[Convolvulo-Filipenduletea],,,,,
32-c,RG Calystegia sepium-Phragmites australis-[Convolvulo-Filipenduletea],1998,,r33RG05,RG Convolvulus sepium-Phragmites australis-[Convolvulo-Filipenduletea],32RG03,32RG05,5,,,RG Haagwinde-Riet-[Kl. natte strooiselruigten],RG Calystegia sep.-Phragmites au.-[Conv.-Filup.],RG Calystegia sepium-Phragmites australis-[Convolvulo-Filipenduletea],,,,,
32-d,RG Solanum dulcamara-Phragmites australis-[Convolvulo-Filipenduletea],1998,,r33RG06,RG Solanum dulcamara-Phragmites australis-[Convolvulo-Filipenduletea],32RG04,32RG06,5,,,RG Bitterzoet-Riet-[Kl. natte strooiselruigten],RG Solanum dulcamara-Phragmites a-[Conv.-Filup.],RG Solanum dulcamara-Phragmites australis-[Convolvulo-Filipenduletea],,,,,
32-e,RG Phalaris arundinacea-[Convolvulo-Filipenduletea],1998,,r33RG07,RG Phalaris arundinacea-[Convolvulo-Filipenduletea],32RG05,32RG07,5,,,RG Rietgras-[Klasse der natte strooiselruigten],RG Phalaris arundinacea-[Convol.-Filupenduletea],RG Phalaris arundinacea-[Convolvulo-Filipenduletea],,,,,
32-f,RG Urtica dioica-[Convolvulo-Filipenduletea],1998,,r33RG08,RG Urtica dioica-[Convolvulo-Filipenduletea],32RG06,32RG08,5,,,RG Brandnetel-[Klasse d natte strooiselruigten],RG Urtica dioica-[Convolvulo-Filipenduletea],RG Urtica dioica-[Convolvulo-Filipenduletea],,,,,
32-g,RG Pulicaria dysenterica-[Lolio-Potentillion anserinae/Convolvulo-Filipenduletea],1998,,r33RG09,RG Pulicaria dysenterica-[Convolvulo-Filipenduletea/Agrostietalia stoloniferae],32RG07,32RG09,4,"12B-l,32-g",12B-l,RG Heelblaadjes-[Zilv.sch-v/K.nat.strooiselruig],RG Pulicaria dysenterica-[Lo-Potent/Conv-Filup],RG Pulicaria dysenterica-[Lolio-Potentillion anserinae/Convolvulo-Filipenduletea],,,,,
32-h,RG Angelica archangelica-[Convolvulo-Filipenduletea],1998,,r33RG02,RG Angelica archangelica-[Epilobion hirsuti],32RG08,32RG02,5,,,RG Grote engelwortel-[Kl. natte strooiselruigt.],RG Angelica archangelica-[Convo.-Filupenduletea],RG Angelica archangelica-[Convolvulo-Filipenduletea],,,,,
32-i,RG Tussilago farfara-[Artemisietea vulgaris/Convolvulo-Filipenduletea],2000,,r32RG11,RG Tussilago farfara-[Artemisietea vulgaris/Convolvulo-Filipenduletea],31RG06,,5,"31-f,32-i",31-f,RG Klein hoefblad-[Bijvoet-k/K.nat.strooislruig],RG Tussilago farfara-[Artemisietea/Conv-Filipen],RG Tussilago farfara-[Artemisietea vulgaris/Convolvulo-Filipenduletea],,,,,
32-j,RG Lythrum salicaria-[Phragmitetea/Convolvulo-Filipenduletea],2018,,r08RG20,RG Lythrum salicaria-[Phragmitetea/Convolvulo-Filipenduletea],,08RG20,,,,,,,2018 nieuw,"Voorheen opgevat als onbeschreven RG, of als VVN 32Aa01, 08Aa02 of 08Ab01",,,
32-k,RG Lysimachia vulgaris-Phragmites australis-[Phragmitetea/Convolvulo-Filipenduletea],2018,,r08RG21,RG Lysimachia vulgaris-Phragmites australis-[Phragmitetea/Convolvulo-Filipenduletea],,08RG21,,,,,,,2018 nieuw,Voorheen wsl. vooral opgevat al VVN 32Aa01,,,
32/a,DG Solidago gigantea-[Convolvulo-Filipenduletea],1998,,r33DG01,DG Solidago gigantea-[Epilobion hirsuti],32DG01,32DG01,5,,,DG Late guldenroede-[Kl. natte strooiselruigten],DG Solidago gigantea-[Convolvulo-Filipenduletea],DG Solidago gigantea-[Convolvulo-Filipenduletea],,,,,
32/b,DG Impatiens glandulifera-[Convolvulo-Filipenduletea],2018,,r33DG02,DG Impatiens glandulifera-[Convolvulo-Filipenduletea/Galio-Urticetea],,32DG02,,,,,,,2018 nieuw,Voorheen wsl. opgevat als niet-beschreven romp- of derivaatgemeenschap,,,
33,Galio-Urticetea,1998,,r34,Galio-Urticetea,,,,,,KLASSE DER NITROFIELE ZOMEN,Galio-Urticetea,Galio-Urticetea,,,,,
33A,Galio-Alliarion,1998,,r34Aa,Galio-Alliarion,33Aa,,,,,Verbond van Look-zonder-look,Galio-Alliarion,Galio-Alliarion,,,,,
33A1,Claytonio-Anthriscetum caucalidis,1998,,r34Aa01,Claytonio-Anthriscetum caucalidis,33Aa01,,5,,,Associatie van Fijne kervel en Winterpostelein,Claytonio-Anthriscetum caucalidis,Claytonio-Anthriscetum caucalidis,,,,,
33A2,Torilidetum japonicae,1998,,r34Aa02,Torilidetum japonicae,33Aa02,,5,,,Heggedoornzaad-associatie,Torilidetum japonicae,Torilidetum japonicae,,,,,
33A3,Urtico-Cruciatetum laevipedis,1998,,r34Aa03,Urtico-Cruciatetum laevipedis,33Aa03,,5,,,Kruisbladwalstro-associatie,Urtico-Cruciatetum laevipedis,Urtico-Cruciatetum laevipedis,,,,,
33A3,Urtico-Cruciatetum laevipedis,1998,,r34Aa03a,Urtico-Cruciatetum alliarietosum,33Aa03a,,5,,,Kruisbladwalstro-associatie,Urtico-Cruciatetum laevipedis,Urtico-Cruciatetum laevipedis,,,,,
33A3,Urtico-Cruciatetum laevipedis,1998,,r34Aa03b,Urtico-Cruciatetum alopecuretosum,33Aa03b,,5,,,Kruisbladwalstro-associatie,Urtico-Cruciatetum laevipedis,Urtico-Cruciatetum laevipedis,,,,,
33A4,Alliario-Chaerophylletum temuli,1998,,r34Aa04,Alliario-Chaerophylletum temuli,33Aa04,,5,,,Associatie van Look-zonder-look en Dolle kervel,Alliario-Chaerophylletum temuli,Alliario-Chaerophylletum temuli,,,,,
33A4,Alliario-Chaerophylletum temuli,1998,,r34Aa04a,Alliario-Chaerophylletum geetosum,33Aa04a,,5,,,Associatie van Look-zonder-look en Dolle kervel,Alliario-Chaerophylletum temuli,Alliario-Chaerophylletum temuli,,,,,
33A4,Alliario-Chaerophylletum temuli,1998,,r34Aa04b,Alliario-Chaerophylletum galeopsietosum,33Aa04b,,5,,,Associatie van Look-zonder-look en Dolle kervel,Alliario-Chaerophylletum temuli,Alliario-Chaerophylletum temuli,,,,,
33A4,Alliario-Chaerophylletum temuli,1998,,r34Aa04c,Alliario-Chaerophylletum inops,33Aa04c,,5,,,Associatie van Look-zonder-look en Dolle kervel,Alliario-Chaerophylletum temuli,Alliario-Chaerophylletum temuli,,,,,
33A5,Urtico-Aegopodietum,1998,,r34Aa05,Urtico-Aegopodietum,33Aa05,,5,,,Zevenblad-associatie,Urtico-Aegopodietum,Urtico-Aegopodietum,,,,,
33A5,Urtico-Aegopodietum,1998,,r34Aa05a,Urtico-Aegopodietum alliarietosum,33Aa05a,,5,,,Zevenblad-associatie,Urtico-Aegopodietum,Urtico-Aegopodietum,,,,,
33A5,Urtico-Aegopodietum,1998,,r34Aa05b,Urtico-Aegopodietum holcetosum,33Aa05b,,5,,,Zevenblad-associatie,Urtico-Aegopodietum,Urtico-Aegopodietum,,,,,
33A5,Urtico-Aegopodietum,1998,,r34Aa05c,Urtico-Aegopodietum inops,33Aa05c,,5,,,Zevenblad-associatie,Urtico-Aegopodietum,Urtico-Aegopodietum,,,,,
33A5,Urtico-Aegopodietum,1998,,r34Aa05d,Urtico-Aegopodietum petasitetosum,33Aa05d,,5,,,Zevenblad-associatie,Urtico-Aegopodietum,Urtico-Aegopodietum,,,,,
33A6,Heracleo-Sambucetum ebuli,1998,,r34Aa06,Heracleo-Sambucetum ebuli,33Aa06,,5,,,Kruidvlier-associatie,Heracleo-Sambucetum ebuli,Heracleo-Sambucetum ebuli,,,,,
33A7,Dipsacetum pilosi,1998,,,,,,5,,,Associatie van Kleine kaardebol,Dipsacetum pilosi,Dipsacetum pilosi,,"Mogelijk wel een eigen associatie, maar momenteel te weinig opnamen beschikbaar om dit te kunnen beoordelen; sterk lijkend op VVN 33RG02",Niet overgenomen in revisie VVN,,
33A8,Chaerophylletum bulbosi,1998,,,,,,,,,,,,,"geen opnamen, verdwenen associatie?",,,
33B,Atropion bellae-donnae,2018,,r34Ba,Atropion bellae-donnae ,,,,,,,,,2018 nieuw,,,,
33B1,Atropo bellae-donnae-Epilobietum angustifolii,2018,,r34Ba01,Atropo bellae-donnae-Epilobietum angustifolii ,,,,,,,,,2018 nieuw,Voorheen waarschijnlijk opgevat als VVN 34Aa01,,,
33-a,RG Urtica dioica-[Galio-Urticetea],1998,,r34RG01,RG Urtica dioica-[Galio-Urticetea],33RG01,33RG01,5,,,RG Grote brandnetel-[Klasse d nitrofiele zomen],RG Urtica dioica-[Galio-Urticetea],RG Urtica dioica-[Galio-Urticetea],,,,,
33-b,RG Anthriscus sylvestris-[Galio-Urticetea],1998,,r34RG02,RG Anthriscus sylvestris-[Galio-Urticetea],33RG02,33RG02,5,,,RG Fluitekruid-[Klasse der nitrofiele zomen],RG Anthriscus sylvestris-[Galio-Urticetea],RG Anthriscus sylvestris-[Galio-Urticetea],,,,,
33-c,RG Petasites hybridus-[Galio-Urticetea],1998,,r34RG03,RG Petasites hybridus-[Galio-Urticetea],33RG03,33RG03,5,,,RG Groot hoefblad-[Klasse der nitrofiele zomen],RG Petasites hybridus-[Galio-Urticetea],RG Petasites hybridus-[Galio-Urticetea],,,,,
33-d,RG Eupatorium cannabinum-[Convolvulo-Filipenduletea/Galio-Urticetea],2018,,r34RG04,RG Eupatorium cannabinum-Calamagrostis epigejos-[Galio-Urticetea],,33RG04,,,,,,,2018 verbonden met Galio-Urticetea,Klein deel opnamen SBB 32-a correspondeert met r34RG04,,,
33-e,RG Rumex obtusifolius-[Galio-Urticetea/Plantaginetea majoris],2018,,r34RG05,RG Rumex obtusifolius-[Galio-Urticetea/Plantaginetea majoris],,33RG05,,,,,,,2018 nieuw,,,,
33/a,DG Rubus armeniacus-[Galio-Urticetea],1998,,r40DG01,DG Rubus armeniacus-[Rhamno-Prunetea],33DG01,37DG02,5,,,DG Gewone braam (R. armeniacus)-[nitrofie.zomen],DG Rubus armeniacus-[Galio-Urticetea],DG Rubus armeniacus-[Galio-Urticetea],,,,,
33/b,DG Polygonum cuspidatum-[Galio-Urticetea],1998,,r34DG02,DG Fallopia japonica-[Galio-Urticetea],,33DG02,5,,,DG Japanse duizendknoop-[Kl. d nitrofiele zomen],DG Polygonum cuspidatum-[Galio-Urticetea],DG Polygonum cuspidatum-[Galio-Urticetea],,,,,
33/c,DG Heracleum mantegazzianum-[Galio-Urticetea],2005,,r34DG01,DG Heracleum mantegazzianum-[Galio-Urticetea],,33DG01,5,,,,,DG Heracleum mantegazzianum-[Galio-Urticetea],,,,,
18/a,DG Heracleum mantegazzianum-[Melampyro-Holcetea mollis],1998,2005,,,,,,,,,,,wijziging in 2005; verandering definitie van 18/a naar 33/c. Dg bij klasse 18 vervalt,,,,
33/d,DG Pteridium aquilinum-[Galio-Urticetea],2018,,r34DG03,DG Pteridium aquilinum-[Galio-Urticetea],,,,,,,,,2018 nieuw,Voorheen wsl. als VVN 18RG01 opgevat (bij gebrek aan andere opties) of als onbeschreven nieuwe RG of DG,,,
33/e,DG Impatiens glandulifera-[Galio-Urticetea],2018,,r33DG02,DG Impatiens glandulifera-[Convolvulo-Filipenduletea/Galio-Urticetea],,32DG02,,,,,,,2018 nieuw,Voorheen wsl. opgevat als niet-beschreven romp- of derivaatgemeenschap,,,
34,Epilobietea angustifolii,1998,,r35,Epilobietea angustifolii,,,,,,KLASSE DER KAPVLAKTENGEMEENSCHAPPEN,Epilobietea angustifolii,Epilobietea angustifolii,,,,,
34A,Carici piluliferae-Epilobion angustifolii,1998,,r35Aa,Carici piluliferae-Epilobion angustifolii,34Aa,,,,,Wilgenroosjesverbond,Carici piluliferae-Epilobion angustifolii,Carici piluliferae-Epilobion angustifolii,,,,,
34A1,Senecioni sylvatici-Epilobietum angustifolii,1998,,r35Aa01,Senecioni sylvatici-Epilobietum angustifolii,34Aa01,,5,,,Wilgenroosjes-associatie,Senecioni sylvatici-Epilobietum angustifolii,Senecioni sylvatici-Epilobietum angustifolii,,,,,
34A1,Senecioni sylvatici-Epilobietum angustifolii,1998,,r35Aa01a,Senecioni-Epilobietum veronicetosum,34Aa01a,,5,,,Wilgenroosjes-associatie,Senecioni sylvatici-Epilobietum angustifolii,Senecioni sylvatici-Epilobietum angustifolii,,,,,
34A1,Senecioni sylvatici-Epilobietum angustifolii,1998,,r35Aa01b,Senecioni-Epilobietum ceratocapnetosum,34Aa01b,,5,,,Wilgenroosjes-associatie,Senecioni sylvatici-Epilobietum angustifolii,Senecioni sylvatici-Epilobietum angustifolii,,,,,
34A1,Senecioni sylvatici-Epilobietum angustifolii,1998,,r35Aa01c,Senecioni-Epilobietum inops,34Aa01c,,5,,,Wilgenroosjes-associatie,Senecioni sylvatici-Epilobietum angustifolii,Senecioni sylvatici-Epilobietum angustifolii,,,,,
35,Lonicero-Rubetea plicati,2000,,r36,Lonicero-Rubetea plicati,,,,,,BRUMMEL-KLASSE,Lonicero-Rubetea plicati,Lonicero-Rubetea plicati,,,,,
35A,Lonicero-Rubion silvatici,2000,,r36Aa,Lonicero-Rubion silvatici,35Aa,,,,,Brummel-verbond,Lonicero-Rubion silvatici,Lonicero-Rubion silvatici,,,,,
35A1,Rubetum grati,2000,,r36Aa01,Rubetum grati,35Aa01,,,,,Associatie van Bronskleurige bosbraam,Rubetum grati,Rubetum grati,,,,,
35A1a,Rubetum grati deschampsietosum flexuosae,2018,,r36Aa01a,Rubetum grati deschampsietosum flexuosae,,,,,,,,,2018 nieuw,subass overnemen of niet?,,,
35A1b,Rubetum grati urticetosum,2018,,r36Aa01b,Rubetum grati urticetosum,,,,,,,,,2018 nieuw,subass overnemen of niet?,,,
35A2,Rubetum silvatici,2000,,r36Aa03,Rubetum silvatici,35Aa02,,3,,,Associatie van Witte bosbraam,Rubetum silvatici,Rubetum silvatici,,,,,
35A3,Rubetum pedemontani,2000,2018,,,,,,,,Associatie van Sierlijke woudbraam,Rubetum pedemontani,Rubetum pedemontani,2018 naar klasse Rhamno catharticae-Prunetea spinosae,,,,
35A4,Rubetum taxandriae,2018,,r36Aa04,Rubetum grati deschampsietosum flexuosae,,,,,,,,,2018 nieuw,,,,
35A4a,Rubetum taxandriae typicum,2018,,r36Aa04a,Rubetum grati urticetosum,,,,,,,,,2018 nieuw,,,,
35A4b,Rubetum taxandriae deschampsietosum flexuosae,2018,,r36Aa04b,Lysimachio vulgaris-Rubetum ammobii,,,,,,,,,2018 nieuw,,,,
35A5,Lysimachio vulgaris-Rubetum ammobii,2018,,r36Aa02,Lysimachio vulgaris-Rubetum ammobii,,,,,,,,,2018 nieuw,,,,
35A-a,RG Rubus plicatus-[Lonicero-Rubion silvatici],2000,,r36RG01,RG Rubus plicatus-[Lonicero-Rubetea plicati],35RG01,35RG01,4,,,RG Gewone braam (R. plicatus)-[Brummel-verbond],RG Rubus plicatus-[Lonicero-Rubion silvatici],RG Rubus plicatus-[Lonicero-Rubion silvatici],,,,,
36,Franguletea,2000,,r39,Franguletea,,,,,,KLASSE DER WILGENBROEKSTRUWELEN,Franguletea,Franguletea,,,,,
36A,Salicion cinereae,2000,,r39Aa,Salicion cinereae,36Aa,,,,,Verbond der wilgenbroekstruwelen,Salicion cinereae,Salicion cinereae,,,,,
36A1,Salicetum auritae,2000,,r39Aa01,Salicetum auritae,36Aa01,,3,,,Associatie van Geoorde wilg,Salicetum auritae,Salicetum auritae,,,,,
36A2,Salicetum cinereae,2000,,r39Aa02,Salicetum cinereae,36Aa02,,4,,,Associatie van Grauwe wilg,Salicetum cinereae,Salicetum cinereae,,"let op: deze vertaling is nodig omdat SBB niet splitst; zie echter onderscheid a, b en c",,,
36A2,Salicetum cinereae,2000,,r39Aa02a,Salicetum cinereae calamagrostietosum canescentis,36Aa02a,,4,,,Associatie van Grauwe wilg,Salicetum cinereae,Salicetum cinereae,,,,,
36A2,Salicetum cinereae,2000,,r39Aa02b,Salicetum cinereae typicum,36Aa02b,,4,,,Associatie van Grauwe wilg,Salicetum cinereae,Salicetum cinereae,,,,,
36A2,Salicetum cinereae,2000,,r39Aa02c,Salicetum cinereae salicetosum repentis,36Aa02c,,4,,,Associatie van Grauwe wilg,Salicetum cinereae,Salicetum cinereae,,,,,
36A-a,RG Rhamnus frangula-[Salicion cinereae],2000,,r39RG02,RG Rhamnus frangula-[Franguletea],36RG01,,4,,,RG Sporkehout-[Verbond der wilgenbroekstruwelen],RG Rhamnus frangula-[Salicion cinereae],RG Rhamnus frangula-[Salicion cinereae],,,,,
36A-b,RG Myrica gale-[Salicion cinereae],2000,,r39RG01,RG Myrica gale-Calamagrostis canescens-[Salicion cinereae/Caricion nigrae],,,3,"36A-b,40A-a",40A-a,RG Wilde gagel-[Verbond der wilgenbroekstruwelen],RG Myrica gale-[Salicion cinereae],RG Myrica gale-[Salicion cinereae/Betulion pubescentis],,,,"09RG04, 36RG02",
37,Rhamno catharticae-Prunetea spinosae,2000,,r40,Rhamno catharticae-Prunetea spinosae,,,,,,KLASSE DER DOORNSTRUWELEN,Rhamno-Prunetea,Rhamno-Prunetea,2018 naam aangepast,,,,
,,,,r40Ab,Carpino-Prunion,37Ab,,,,,,,,niet in SBB-typologie,Naam verbond staat verkeerd in Stratiotes 50/51 (Carpino-Rubion),,,
37A,Pruno-Rubion sprengelii,2000,,r40Aa,Pruno-Rubion sprengelii,37Aa,,,,,Verbond van Bramen en Sleedoorn,Pruno-Rubion radulae,Pruno-Rubion radulae,2018 naam aangepast,inclusief  Carpino-Prunion,,,
